"municipio_id_sus","periodo_data","estabelecimento_nome","equipe_nome","cadastro_quantidade","cadastro_criterio_pontuacao"
"355030","02/2022",UBS CIDADE JULIA,C. JULIA 2,1595,false
"355030","02/2022",UBS NOVA ESPERANCA PAULISTANO II,"01 - VERMELHA",1469,false
"355030","02/2022",UBS SILMARYA REJANE MARCOLINO SOUZA,"005 - EQUIPE 05",3283,false
"355030","02/2022",UBS BRASILANDIA,"401 - AMARELO",3449,false
"355030","02/2022",UBS VILA CISPER,EQUIPE 04,2454,false
"355030","02/2022",UBS VILA CAMPESTRE,"4403 EQUIPE 3 - VERDE",3205,false
"355030","02/2022",UBS VILA CAMPESTRE,"4405 EQUIPE 5 - LILAS",4142,false
"355030","02/2022",AMA UBS PARQUE FERNANDA,FERNANDA,3407,false
"355030","02/2022",UBS CIDADE PEDRO JOSE NUNES,EQUIPE I,3274,false
"355030","02/2022",UBS MOINHO VELHO,MOINHO VELHO - AMARELA,3761,false
"355030","02/2022",UBS EDUARDO ROMANO RESCHILIAN,"4351 - GAIVOTA",5141,false
"355030","02/2022",UBS JD NOVO PANTANAL PEDREIRA,NOVO PANTANAL 04,8852,false
"355030","02/2022",UBS JARDIM SAO NORBERTO,SAO NORBERTO III,2509,false
"355030","02/2022",AMA UBS INTEGRADA JARDIM SAO JORGE DR PAULO EDUARDO ELIAS,EQUIPE 06 VERMELHA SAO JORGE,2478,false
"355030","02/2022",UBS JARDIM KERALUX,SEMPRE VIVA I,2824,false
"355030","02/2022",UBS MOOCA I,ECR MOOCA,2113,false
"355030","02/2022",UBS JD COLOMBO,EQUIPE 03 AMARELA JD COLOMBO,2227,false
"355030","02/2022",AMA UBS INTEGRADA VILA BARBOSA,"447 - EQUIPE ROXA",2566,false
"355030","02/2022",AMA UBS INTEGRADA VILA BARBOSA,"445 - EQUIPE ROSA",2600,false
"355030","02/2022",AMA UBS INTEGRADA JARDIM ELISA MARIA,EQUIPE 01,2989,false
"355030","02/2022",UBS TRES PONTES,ORQUIDEA 6,3271,false
"355030","02/2022",UBS CIDADE LIDER,LARANJA,3109,false
"355030","02/2022",UBS JARDIM ROSINHA,ROSINHA - BEIJA FLOR,4144,false
"355030","02/2022",UBS JARDIM ROSINHA,ROSINHA - FLOR DE LIS,4001,false
"355030","02/2022",UBS LUAR DO SERTAO,LUAR DO SERTAO - VERMELHO,3054,false
"355030","02/2022",UBS ALMIRANTE DELAMARE,"4332 - 02",4732,false
"355030","02/2022",UBS ALMIRANTE DELAMARE,"4335 - 05",3515,false
"355030","02/2022",UBS AGUA FUNDA,"4445 - 05",4137,false
"355030","02/2022",UBS RECANTO DOS HUMILDES,RECANTO - EQ6,4316,false
"355030","02/2022",UBS JARDIM GUARANI,"052 - EQUIPE A",3822,false
"355030","02/2022",UBS JARDIM GUARANI,"053 - EQUIPE B",2804,false
"355030","02/2022",UBS JARDIM ELIANE,VERMELHA - JD. ELIANE IV,1947,false
"355030","02/2022",UBS JARDIM ELIANE,JD. ELIANE X,3230,false
"355030","02/2022",UBS JARDIM COMERCIAL,COMERCIAL - BRANCO,4204,false
"355030","02/2022",UBS J COIMBRA,J COIMBRA 2,3347,false
"355030","02/2022",UBS J IVA,"4004 - EQUIPE ESTRELA",3342,false
"355030","02/2022",UBS VARGEM GRANDE,VIDA,3309,false
"355030","02/2022",AMA UBS VILA PREL ANTONIO BERNARDES DE OLIVEIRA,VILA PREL 05 - VERMELHO,2619,false
"355030","02/2022",UBS J ARACATI,J ARACATI 3,3303,false
"355030","02/2022",UBS DOM LUCIANO BERGAMIM,PONTE SECA,1724,false
"355030","02/2022",UBS VILA ESPANHOLA,"002-VERDE",4311,false
"355030","02/2022",UBS CASA VERDE ALTA,EQUIPE 3,3121,false
"355030","02/2022",UBS CASA VERDE ALTA,EQUIPE 1,2819,false
"355030","02/2022",UBS VILA NATAL,VILA NATAL 06,3027,false
"355030","02/2022",UBS JARDIM SELMA CIDADE ADEMAR,JD. SELMA 05,827,false
"355030","02/2022",UBS SACOMA,"4453 - EQUIPE AZUL",5955,false
"355030","02/2022",UBS ALTO DA RIVIERA,ALTO DA RIVIERA 3,2778,false
"355030","02/2022",UBS BARRAGEM,BARRAGEM II,2337,false
"355030","02/2022",UBS ATUALPA GIRAO RABELO,EQUIPE 2,3498,false
"355030","02/2022",AMA UBS PQ STO ANTONIO,PQ STO ANTONIO 8,3942,false
"355030","02/2022",UBS IACAPE JD PLANALTO,"4177 - EQUIPE 7 VERMELHA",3019,false
"355030","02/2022",UBS PARQUE REGINA PERINA ALVES TEIXEIRA,REGINA - LILAS,2844,false
"355030","02/2022",UBS BELENZINHO MARCUS WOLOSKER,"4053 - EQUIPE III AREA 100",4937,false
"355030","02/2022",UBS J CAICARA,J CAICARA 6,3167,false
"355030","02/2022",UBS VILA CISPER,EQUIPE 03,3450,false
"355030","02/2022",UBS SE,ESF SE 05 - LARANJA,2861,false
"355030","02/2022",UBS PARQUE DO ENGENHO II,ENGENHO - AMARELO,3668,false
"355030","02/2022",UBS PARQUE ARARIBA,ARARIBA - DOURADO,2535,false
"355030","02/2022",UBS J LOURDES,"4371 EQUIPE 01 - VERMELHA",3980,false
"355030","02/2022",UBS LUIZ ERNESTO MAZZONI,"4422 - 02",5862,false
"355030","02/2022",UBS FAZENDA DA JUTA II,"4261 - VERMELHA",3663,false
"355030","02/2022",UBS JOAQUIM ANTONIO EIRADO,ZAKI 1 UBS JOAQUIM A EIRADO,4158,false
"355030","02/2022",UBS RECANTO CAMPO BELO,RECANTO II,2907,false
"355030","02/2022",UBS VILA RAMOS FREGUESIA DO O,EQUIPE 001,4017,false
"355030","02/2022",UBS V NOVA CURUCA,EQUIPE 05,2349,false
"355030","02/2022",AMA UBS JARDIM ALFREDO,J ALFREDO 6,3617,false
"355030","02/2022",UBS CHACARA SANTANA,CHACARA SANTANA 2,2974,false
"355030","02/2022",UBS JARDIM VISTA ALEGRE VANDA APARECIDA DOS SANTOS,"005 - EQUIPE E",3835,false
"355030","02/2022",UBS JD STA TEREZINHA,EQUIPE 03,3117,false
"355030","02/2022",UBS JARDIM SINHA,"4271 - EQUIPE 1 LARANJA",2524,false
"355030","02/2022",UBS JARDIM SINHA,"4274 - EQUIPE 4 VERMELHA",3132,false
"355030","02/2022",UBS JD NOVO PANTANAL PEDREIRA,NOVO PANTANAL 02,1503,false
"355030","02/2022",UBS JARDIM CAMPINAS,JD CAMPINAS V,2163,false
"355030","02/2022",UBS CRUZ DAS ALMAS,"159 - EQUIPE C 01 - PSF",3400,false
"355030","02/2022",UBS SAO JORGE CIDADE ADEMAR,SAO JORGE 5,1265,false
"355030","02/2022",UBS J SILVA TELLES,PRIMAVERA IV,3041,false
"355030","02/2022",UBS JARDIM SAO NICOLAU,"4063 - EQUIPE 3",4783,false
"355030","02/2022",UBS CANTINHO DO CEU,CANTINHO DO CEU I,2863,false
"355030","02/2022",UBS BOM RETIRO OCTAVIO AUGUSTO RODOVALHO,ESF BOM RETIRO 5 BLACK,2840,false
"355030","02/2022",UBS JARDIM OLINDA,OLINDA - AMARELO,3463,false
"355030","02/2022",UBS JARDIM MITSUTANI,MITSUTANI - AMARELO,3159,false
"355030","02/2022",UBS J HERCULANO,J HERCULANO 2,4200,false
"355030","02/2022",AMA UBS INTEGRADA PARQUE MARIA DOMITILA,DOMITILA - BRANCA,3056,false
"355030","02/2022",UBS J SOARES,EQUIPE 9 / SOARES,2635,false
"355030","02/2022",UBS J MAIA,VINHO,2953,false
"355030","02/2022",UBS V NOVA GALVAO,TOPAZIO IV UBS VL N GALVAO,2738,false
"355030","02/2022",UBS VILA GUACURI CICERO SERGIO CAVALCANTE,GUACURI 3,1783,false
"355030","02/2022",UBS V CURUCA,FLOR DE LIS I,2859,false
"355030","02/2022",UBS JARDIM RINCAO,JD RINCAO - EQUIPE 1 - VERDE,4096,false
"355030","02/2022",UBS REUNIDAS II,"4186 - EQUIPE 6 AMARELA",2782,false
"355030","02/2022",UBS PRIMEIRO DE OUTUBRO,EQ. 4 / PRIMEIRO DE OUTUBRO,2704,false
"355030","02/2022",UBS JARDIM SANTA FE,SANTA FE II,3063,false
"355030","02/2022",UBS VILA CAMPESTRE,"4401 EQUIPE 1 - AZUL",3694,false
"355030","02/2022",UBS PAULO FELDMAN NITRO OPERARIA,TULIPA I,2936,false
"355030","02/2022",UBS CIDADE NOVA SAO MIGUEL,HIBISCO VI,4691,false
"355030","02/2022",UBS JARDIM SINHA,"4276 - EQUIPE 6 VERDE",3721,false
"355030","02/2022",UBS JARDIM SINHA,"4273 - EQUIPE 3 AMARELA",3334,false
"355030","02/2022",UBS UNIAO DAS VILAS DE TAIPAS,TAIPAS - EQUIPE VERDE,3734,false
"355030","02/2022",UBS JARDIM MAGDALENA,MAGDALENA - LARANJA,3446,false
"355030","02/2022",UBS JD AEROPORTO DR MASSAKI UDIHARA,J THOMAS 2,1009,false
"355030","02/2022",UBS JD COLOMBO,EQUIPE 01 VERDE JD COLOMBO,2006,false
"355030","02/2022",AMA UBS INTEGRADA VILA BARBOSA,"446 - EQUIPE AMARELA",2716,false
"355030","02/2022",UBS JD STA TEREZINHA,EQUIPE 05,2861,false
"355030","02/2022",UBS NOVO CAMINHO,NOVO CAMINHO 3,3368,false
"355030","02/2022",UBS MORRO DOCE,MORRO DOCE - SOL,4536,false
"355030","02/2022",UBS JD DA CONQUISTA II,"004- CQII",4754,false
"355030","02/2022",UBS JARDIM GERMANIA,GERMANIA - VERDE,3924,false
"355030","02/2022",UBS JARDIM SAO CARLOS,EQUIPE 2,4379,false
"355030","02/2022",UBS GLEBA DO PESSEGO,EQUIPE 03,2326,false
"355030","02/2022",UBS J COIMBRA,J COIMBRA 3,4240,false
"355030","02/2022",AMA UBS JARDIM CASTRO ALVES DRA MARIA CRISTINA F,JD CASTRO ALVES VI,2721,false
"355030","02/2022",UBS FATIMA DE JESUS VIANA ROSA,EQUIPE 5 VERMELHA,3181,false
"355030","02/2022",UBS V NOVA GALVAO,TOPAZIO I UBS VL N GALVAO,2426,false
"355030","02/2022",UBS VILA MAGGI,MAGGI - AZUL - 3122,4055,false
"355030","02/2022",UBS FERROVIARIOS,EQUIPE II,3478,false
"355030","02/2022",UBS V APARECIDA,APARECIDA 3,1344,false
"355030","02/2022",UBS DOM ANGELICO,VITORIA REGIA III,3384,false
"355030","02/2022",UBS JARDIM SELMA CIDADE ADEMAR,JD. SELMA 02,7935,false
"355030","02/2022",UBS STA LUCIA,STA LUCIA 4,2828,false
"355030","02/2022",UBS REUNIDAS II,"4185 - EQUIPE 5 VERMELHA",3385,false
"355030","02/2022",UBS ALTO DA RIVIERA,ALTO DA RIVIERA 4,3162,false
"355030","02/2022",UBS ALTO DA RIVIERA,ALTO DA RIVIERA 5,3045,false
"355030","02/2022",UBS JARDIM VALQUIRIA,VALQUIRIA 6 - VERDE ESCURO,4048,false
"355030","02/2022",UBS VILA CAIUBA,CAIUBA-EQ05 MOTIVACAO,3116,false
"355030","02/2022",UBS PQ STA RITA,JASMIM VI,3809,false
"355030","02/2022",UBS JARDIM GUAIRACA,"4196 - LARANJA",2965,false
"355030","02/2022",UBS JARDIM GUAIRACA,"4192 - AZUL",3526,false
"355030","02/2022",UBS VERA CRUZ DR FERNANDO PROENCA DE GOUVEA,J VERA CRUZ 2,3635,false
"355030","02/2022",UBS J STA MARIA,EQUIPE 01 AMARELA,2993,false
"355030","02/2022",UBS REPUBLICA FERNANDA SANTE LIMEIRA,ESF REPUBLICA 05,4313,false
"355030","02/2022",UBS REPUBLICA FERNANDA SANTE LIMEIRA,ESF REPUBLICA 04,3895,false
"355030","02/2022",UBS JARDIM EMBURA,EMBURA,3498,false
"355030","02/2022",UBS CIDADE IPAVA,IPAVA 1,3915,false
"355030","02/2022",UBS JARDIM MARACA,MARACA - LILAS,3587,false
"355030","02/2022",UBS PQ IMPERIAL MANOEL ANTONIO DA SILVA SARAGOCA,"4581 EQUIPE 1",7466,false
"355030","02/2022",UBS PARQUE ARARIBA,ARARIBA - VERDE,2898,false
"355030","02/2022",AMA UBS INTEGRADA PAULO VI,EQUIPE VERDE PAULO VI,2772,false
"355030","02/2022",UBS J MAIA,AZUL,4286,false
"355030","02/2022",UBS J MAIA,ROSA,3376,false
"355030","02/2022",UBS BRASILIA M BOI MIRIM,BRASILIA 1,3099,false
"355030","02/2022",UBS JARDIM CELESTE,J CELESTE 3,3759,false
"355030","02/2022",UBS MATA VIRGEM,MATA VIRGEM 4,1022,false
"355030","02/2022",UBS MANOEL JOAQUIM PERA,EQUIPE 3,3275,false
"355030","02/2022",UBS PROFETA JEREMIAS,EQUIPE I,2985,false
"355030","02/2022",UBS JARDIM NELIA,EQUIPE 02 - VERDE,4785,false
"355030","02/2022",UBS JARDIM MIRIAM II,UBS JD. MIRIAM II 5,1399,false
"355030","02/2022",UBS V SANTANA,EQUIPE 01,3608,false
"355030","02/2022",UBS V NOVA CURUCA,EQUIPE 04,3917,false
"355030","02/2022",UBS JARDIM THOMAS,J THOMAS 5,3362,false
"355030","02/2022",UBS RIO CLARO,SEMEANDO CUIDADO,4669,false
"355030","02/2022",UBS FAZENDA DA JUTA II,"4262 - AZUL",3272,false
"355030","02/2022",UBS JARAGUA,HORTENCIA I,2965,false
"355030","02/2022",UBS TRES PONTES,ORQUIDEA 1,3338,false
"355030","02/2022",UBS JARDIM SAO NORBERTO,SAO NORBERTO I,2700,false
"355030","02/2022",UBS J SOARES,EQUIPE 7 / SOARES,3452,false
"355030","02/2022",UBS PEDRO DE SOUZA CAMPOS,EQUIPE 03,3302,false
"355030","02/2022",UBS PEDRO DE SOUZA CAMPOS,EQUIPE 06,4498,false
"355030","02/2022",UBS V DAS BELEZAS ALBERTO AMBROSIO,V DAS BELEZAS 4,3695,false
"355030","02/2022",AMA UBS INTEGRADA JARDIM SAO JORGE DR PAULO EDUARDO ELIAS,EQUIPE 05 AZUL SAO JORGE,3014,false
"355030","02/2022",UBS JARDIM SAO FRANCISCO I,"4082 - EQUIPE 02",4560,false
"355030","02/2022",UBS CANTINHO DO CEU,CANTINHO DO CEU V,2003,false
"355030","02/2022",UBS JARDIM ORION GUANHEMBU,ORION VI,2741,false
"355030","02/2022",UBS JD COLOMBO,EQUIPE 05 LARANJA JD COLOMBO,2510,false
"355030","02/2022",UBS CITY JARAGUA,CITY JARAGUA - LARANJA- EQ 05,3560,false
"355030","02/2022",AMA UBS INTEGRADA VILA CLARA,"4316 EQUIPE 6 - LARANJA",3590,false
"355030","02/2022",UBS JARDIM IPORA,IPORA IV,3290,false
"355030","02/2022",UBS JARDIM MITSUTANI,MITSUTANI - LILAS,2728,false
"355030","02/2022",AMA UBS JARDIM MIRNA,MIRNA I,2891,false
"355030","02/2022",UBS VILA CALU,VILA CALU 2,3444,false
"355030","02/2022",UBS J N SRA DO CARMO,EQUIPE 06,1372,false
"355030","02/2022",UBS J SOARES,EQUIPE 10 / SOARES,3685,false
"355030","02/2022",UBS INTERATIVA,EQ-1 VERMELHA -GIRASSOL,2755,false
"355030","02/2022",UBS JD BOA VISTA,EQUIPE 03 BOA VISTA AZUL,2836,false
"355030","02/2022",UBS IGUACU,"4213 - EQUIPE 3 AMARELA",2908,false
"355030","02/2022",UBS GAIVOTAS,ALFA,3161,false
"355030","02/2022",UBS VILA DIONISIA,"179-EQ 02-VERDE",2471,false
"355030","02/2022",UBS ALTO DA RIVIERA,ALTO DA RIVIERA 1,3112,false
"355030","02/2022",UBS JARDIM COPA MATHILDE DE AQUINO DINIZ,VIOLETA 2,2836,false
"355030","02/2022",UBS NOVA AMERICA,NOVA AMERICA,1614,false
"355030","02/2022",UBS REAL PQ PAULO MANGABEIRA ALBERNAZ FILHO,EQUIPE INDIGENA REAL PARQUE,1164,false
"355030","02/2022",UBS PARQUE RESIDENCIAL COCAIA INDEPENDENTE,PQ. RES. COCAIA VIII,2082,false
"355030","02/2022",AMA UBS PARQUE FERNANDA,FERNANDA,3717,false
"355030","02/2022",UBS TEOTONIO VILELA,"4131 - EQUIPE 1",4358,false
"355030","02/2022",UBS AGUA FUNDA,"4441 - 01",3985,false
"355030","02/2022",UBS PASTORAL,"4223 - VERDE",2429,false
"355030","02/2022",UBS CARLOS GENTILE DE MELO,EQUIPE GENTILE 5,3114,false
"355030","02/2022",UBS FAZENDA DA JUTA II,"4265 - LARANJA",3444,false
"355030","02/2022",AMA UBS INTEGRADA AMERICANOPOLIS,"4464 EQUIPE 4 VERMELHA",4831,false
"355030","02/2022",UBS PROFETA JEREMIAS,EQUIPE II,2478,false
"355030","02/2022",UBS J SOARES,EQUIPE 5 / SOARES,3138,false
"355030","02/2022",UBS J SILVA TELLES,PRIMAVERA III,1970,false
"355030","02/2022",UBS SILMARYA REJANE MARCOLINO SOUZA,"004 - EQUIPE 04",3428,false
"355030","02/2022",UBS JARDIM LIDIA,LIDIA - AZUL CELESTE,3276,false
"355030","02/2022",AMA UBS INTEGRADA JARDIM SAO JORGE DR PAULO EDUARDO ELIAS,EQUIPE 08 LILAS SAO JORGE,2675,false
"355030","02/2022",UBS DR HUMBERTO PASCALE SANTA CECILIA,ESF SANTA CECILIA 2 AMARELA,3472,false
"355030","02/2022",UBS DR HUMBERTO PASCALE SANTA CECILIA,ESF SANTA CECILIA 1 VERMELHA,1781,false
"355030","02/2022",UBS VILA PIRITUBA,PIRITUBA - EQ. 08 - PINK,2316,false
"355030","02/2022",UBS PARAISOPOLIS III,PARAISOPOLIS III - LARANJA,2460,false
"355030","02/2022",UBS J STA MARIA,EQUIPE 05 LARANJA,2623,false
"355030","02/2022",UBS J MAIA,AMARELA,3840,false
"355030","02/2022",UBS LUAR DO SERTAO,LUAR DO SERTAO - VERDE,3521,false
"355030","02/2022",UBS SANTO ELIAS,SANTO ELIAS - AZUL,3435,false
"355030","02/2022",UBS ALMIRANTE DELAMARE,"4334 - 04",4196,false
"355030","02/2022",UBS VILA PRUDENTE,"4382 - EQUIPE 2",6328,false
"355030","02/2022",UBS JARDIM SAO NICOLAU,EQUIPE 04,4680,false
"355030","02/2022",UBS STO ESTEVAO CARMOSINA,EQUIPE 2,4166,false
"355030","02/2022",UBS J PARANAPANEMA,J PARANAPANEMA 1,3459,false
"355030","02/2022",UBS J STA MARGARIDA,STA MARGARIDA 1,4273,false
"355030","02/2022",UBS J GUARUJA,J GUARUJA 3,3508,false
"355030","02/2022",AMA UBS PQ DOROTEIA,PARQUE DOROTEIA 4,160,false
"355030","02/2022",UBS V COSMOPOLITA,EQUIPE 3 / UBS COSMOPOLITA,3191,false
"355030","02/2022",UBS VARGEM GRANDE,VENUS,2856,false
"355030","02/2022",UBS VILA RENATO MARIA DAS GRACAS DA SILVA,"4242 - EQUIPE 2 VERDE",3904,false
"355030","02/2022",UBS VILA PIRITUBA,PIRITUBA - EQ04,3076,false
"355030","02/2022",AMA UBS INTEGRADA VILA PIAUI,EQUIPE 3 - EQUIPE LARANJA,4017,false
"355030","02/2022",AMA UBS INTEGRADA VILA PIAUI,EQUIPE 4 - EQUIPE VERDE,3608,false
"355030","02/2022",UBS JD BOA VISTA,EQUIPE 01 BOA VISTA AMARELA,2944,false
"355030","02/2022",UBS JD APURA,APURA 4,8413,false
"355030","02/2022",AMA UBS INTEGRADA VILA NOVA JAGUARE,EQUIPE LILAS,3819,false
"355030","02/2022",UBS VILA IMPERIO DRA GILDA TERA TAHIRA,IMPERIO 1,1287,false
"355030","02/2022",UBS VILA IMPERIO DRA GILDA TERA TAHIRA,IMPERIO 3,561,false
"355030","02/2022",AMA UBS INTEGRADA ELISIO TEIXEIRA LEITE,JDPIRITUBA EQ04VERDE,2970,false
"355030","02/2022",UBS VILA DIONISIA,"176-EQ 04-AMARELA",3546,false
"355030","02/2022",UBS V CURUCA,FLOR DE LIS VI,3932,false
"355030","02/2022",AMA UBS INTEGRADA VILA BARBOSA,"444-EQUIPE AZUL",2953,false
"355030","02/2022",AMA UBS INTEGRADA VILA BARBOSA,"443-EQUIPE VERDE",3219,false
"355030","02/2022",UBS VILA SANTA MARIA,"082-EQUIPE F",3784,false
"355030","02/2022",UBS DOM ANGELICO,VITORIA REGIA II,4274,false
"355030","02/2022",UBS COSTA MELO,BEGONIA IV,3626,false
"355030","02/2022",UBS COSTA MELO,BEGONIA III,3804,false
"355030","02/2022",UBS CAMPO LIMPO,CAMPO LIMPO - PRATA,3749,false
"355030","02/2022",UBS VILA NATAL,VILA NATAL 05,3190,false
"355030","02/2022",UBS STA LUCIA,STA LUCIA 3,3333,false
"355030","02/2022",UBS PRIMEIRO DE OUTUBRO,EQ. 3 / PRIMEIRO DE OUTUBRO,2233,false
"355030","02/2022",UBS PARAISOPOLIS III,PARAISOPOLIS III - VERDE,4083,false
"355030","02/2022",UBS VILA CAIUBA,CAIUBA-EQ01 GIRASSOL,2162,false
"355030","02/2022",UBS STA MADALENA,"4232 - VERMELHA",3734,false
"355030","02/2022",UBS MAR PAULISTA,MAR PAULISTA 1,1926,false
"355030","02/2022",UBS BRAS DR MANOEL SALDIVA NETO,"4033 - EQUIPE C",3080,false
"355030","02/2022",UBS BRAS DR MANOEL SALDIVA NETO,"4032 - EQUIPE B",6075,false
"355030","02/2022",UBS J STA MARIA,EQUIPE 02 VERDE,3265,false
"355030","02/2022",UBS VILA CAMPESTRE,"4402 EQUIPE 2 - AMARELA",3323,false
"355030","02/2022",UBS JARDIM HELGA,HELGA - VERMELHA,3364,false
"355030","02/2022",UBS JARDIM MARACA,MARACA - AZUL,2826,false
"355030","02/2022",UBS PARQUE DO ENGENHO II,ENGENHO - VERMELHA,3823,false
"355030","02/2022",UBS PARQUE ARARIBA,ARARIBA - PRATA,2848,false
"355030","02/2022",AMA UBS INTEGRADA PAULO VI,EQUIPE AMARELA PAULO VI,3409,false
"355030","02/2022",UBS VILA CISPER,EQUIPE 01,4239,false
"355030","02/2022",UBS CIDADE KEMEL,EQUIPE 03,4264,false
"355030","02/2022",UBS PARAISOPOLIS,PARAISOPOLIS - ROSA,3527,false
"355030","02/2022",UBS MATA VIRGEM,MATA VIRGEM 5,1252,false
"355030","02/2022",AMA UBS INTEGRADA LAUZANE PAULISTA,EQUIPE II VERMELHA UBS LAUZANE,3912,false
"355030","02/2022",UBS EDUARDO ROMANO RESCHILIAN,"4355 - BEIJA FLOR",4868,false
"355030","02/2022",UBS CARLOS GENTILE DE MELO,EQUIPE GENTILE 7,3663,false
"355030","02/2022",UBS V RAMOS DR LUIS AUGUSTO DE CAMPOS,GIRASSOL,4025,false
"355030","02/2022",UBS CHACARA SANTANA,CHACARA SANTANA 4,3077,false
"355030","02/2022",UBS CHACARA SANTANA,CHACARA SANTANA 3,4142,false
"355030","02/2022",UBS JARDIM VISTA ALEGRE VANDA APARECIDA DOS SANTOS,"002 - EQUIPE B",3639,false
"355030","02/2022",UBS JARDIM TRES CORACOES,JD. TRES CORACOES 08,3411,false
"355030","02/2022",UBS JARDIM TRES CORACOES,JD. TRES CORACOES 03,2620,false
"355030","02/2022",UBS JARDIM SAPOPEMBA PROF DR HUMBERTO DELBONI FILHO,"4145 - EQUIPE 05",3800,false
"355030","02/2022",UBS JARDIM SAO NORBERTO,SAO NORBERTO II,2435,false
"355030","02/2022",UBS JARDIM CAMPINAS,JD CAMPINAS III,1784,false
"355030","02/2022",UBS JARDIM SOUZA,J SOUZA 2,2790,false
"355030","02/2022",UBS V DAS BELEZAS ALBERTO AMBROSIO,V DAS BELEZAS 3,3943,false
"355030","02/2022",UBS J SILVA TELLES,PRIMAVERA V,2265,false
"355030","02/2022",UBS JARDIM SAO NICOLAU,"4061 - EQUIPE 01",4646,false
"355030","02/2022",UBS JARDIM SAO BENTO,SAO BENTO - ROSA,3508,false
"355030","02/2022",AMA UBS INTEGRADA JARDIM PAULISTANO,EQUIPE 4 AZUL,2649,false
"355030","02/2022",UBS SAO REMO,ESF VERDE SAO REMO,4189,false
"355030","02/2022",UBS ERMELINO MATARAZZO,"04 AZUL",3671,false
"355030","02/2022",UBS ERMELINO MATARAZZO,"02 AMARELA",4827,false
"355030","02/2022",UBS JD JAQUELINE,EQUIPE03 VERMELHA JD JAQUELINE,3243,false
"355030","02/2022",UBS JD JAQUELINE,EQUIPE02 VERDE JD JAQUELINE,3094,false
"355030","02/2022",UBS PARQUE RESIDENCIAL COCAIA INDEPENDENTE,PQ.RES.COCAIA XIII,2449,false
"355030","02/2022",UBS JD CARRAOZINHO,AZUL,4019,false
"355030","02/2022",UBS PARAISOPOLIS II,PARAISOPOLIS II - PRATA,3866,false
"355030","02/2022",UBS JARDIM OLINDA,OLINDA - VERDE,3394,false
"355030","02/2022",AMA UBS INTEGRADA VILA CLARA,"4314 EQUIPE 4 - AMARELA",3051,false
"355030","02/2022",UBS JARDIM ICARAI BRASILANDIA DR DANIEL ALVES GRANGEIRO,"057 - EQUIPE A",3259,false
"355030","02/2022",AMA UBS INTEGRADA PAULO VI,EQUIPE LARANJA PAULO VI,3343,false
"355030","02/2022",AMA UBS INTEGRADA JARDIM SAO JORGE DR PAULO EDUARDO ELIAS,EQUIPE 09 BRANCA SAO JORGE,1865,false
"355030","02/2022",AMA UBS INTEGRADA V MORAES JOAO PAULO BOTELHO VIEIRA,"4701 - ROUXINOL",6270,false
"355030","02/2022",UBS TRES PONTES,ORQUIDEA 3,3481,false
"355030","02/2022",UBS JD STA TEREZINHA,EQUIPE 06,2352,false
"355030","02/2022",UBS JARDIM BANDEIRANTES,EQUIPE 2 / BANDEIRANTES,3539,false
"355030","02/2022",UBS JARDIM SAO CARLOS,EQUIPE 3,2769,false
"355030","02/2022",UBS FERROVIARIOS,EQUIPE I,3519,false
"355030","02/2022",UBS THERSIO VENTURA,EQUIPE IV,2980,false
"355030","02/2022",UBS CAMPO LIMPO,CAMPO LIMPO - ROSA,3257,false
"355030","02/2022",AMA UBS INTEGRADA PARI,"4044 - EQUIPE D VERDE",4321,false
"355030","02/2022",UBS JD NOVE DE JULHO,BROMELIA 03,4295,false
"355030","02/2022",UBS UNIAO DE VILA NOVA,ALAMANDA III,2960,false
"355030","02/2022",UBS RIO CLARO,FLOR DE LOTUS,2620,false
"355030","02/2022",UBS VILA NATAL,VILA NATAL 07,2734,false
"355030","02/2022",UBS BOM RETIRO OCTAVIO AUGUSTO RODOVALHO,CNR BOM RETIRO,1053,false
"355030","02/2022",UBS PQ DA LAPA,CONS RUA 2 - PQ LAPA,1028,false
"355030","02/2022",AMA UBS INTEGRADA JARDIM ELISA MARIA,EQUIPE 04,3101,false
"355030","02/2022",UBS VILA EMA DR FUAD KASSAB,EQUIPE 04,3413,false
"355030","02/2022",UBS JD SAO CARLOS CIDADE ADEMAR,SAO CARLOS 5,278,false
"355030","02/2022",UBS J STA MARGARIDA,STA MARGARIDA 3,3974,false
"355030","02/2022",UBS JARDIM GERMANIA,GERMANIA - VERMELHA,3876,false
"355030","02/2022",UBS JARDIM COMERCIAL,COMERCIAL - AZUL,3145,false
"355030","02/2022",UBS VARGINHA,VARGINHA 08,2920,false
"355030","02/2022",UBS JARDIM CIDADE PIRITUBA,JD CIDADE - EQ1,4411,false
"355030","02/2022",AMA UBS JARDIM CASTRO ALVES DRA MARIA CRISTINA F,JD CASTRO ALVES II,2789,false
"355030","02/2022",AMA UBS J CAPELA,J CAPELA 2,3691,false
"355030","02/2022",UBS J CAMPOS,CRISANTEMO I,2999,false
"355030","02/2022",UBS FATIMA DE JESUS VIANA ROSA,EQUIPE 3 VERDE,3633,false
"355030","02/2022",UBS VILA GUACURI CICERO SERGIO CAVALCANTE,GUACURI 2,2290,false
"355030","02/2022",AMA UBS INTEGRADA ELISIO TEIXEIRA LEITE,JDLIDEREQ03VERMELHA,2786,false
"355030","02/2022",UBS VILA DIONISIA,EQ. 9 - LILAS,3839,false
